cat,GEOID,Tract,County,State,measure,value,RE,Sex,def,fmt,source,lbl
Environment,16005001700,Census Tract 17.00,Bannock County,Idaho,4G_MINDOWN,4.999999999999999,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16005001900,Census Tract 19.00,Bannock County,Idaho,4G_MINDOWN,4.124342977830491,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.1
Environment,16005940000,Census Tract 9400.00,Bannock County,Idaho,4G_MINDOWN,3.8345937040466,,,4G Minimum Download Speed,int,"FCC, DEC 2023",3.8
Environment,16005981800,Census Tract 9818.00,Bannock County,Idaho,4G_MINDOWN,4.114199053265564,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.1
Environment,16007950100,Census Tract 9501.00,Bear Lake County,Idaho,4G_MINDOWN,3.415935477546128,,,4G Minimum Download Speed,int,"FCC, DEC 2023",3.4
Environment,16007950200,Census Tract 9502.00,Bear Lake County,Idaho,4G_MINDOWN,3.969757443278581,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.0
Environment,16009940000,Census Tract 9400.00,Benewah County,Idaho,4G_MINDOWN,4.282155446461486,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.3
Environment,16009950100,Census Tract 9501.00,Benewah County,Idaho,4G_MINDOWN,3.055391000012322,,,4G Minimum Download Speed,int,"FCC, DEC 2023",3.1
Environment,16011940000,Census Tract 9400.00,Bingham County,Idaho,4G_MINDOWN,3.620491300167141,,,4G Minimum Download Speed,int,"FCC, DEC 2023",3.6
Environment,16011950101,Census Tract 9501.01,Bingham County,Idaho,4G_MINDOWN,5.0,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16011950102,Census Tract 9501.02,Bingham County,Idaho,4G_MINDOWN,4.999999999999992,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16011950200,Census Tract 9502.00,Bingham County,Idaho,4G_MINDOWN,3.14718729958259,,,4G Minimum Download Speed,int,"FCC, DEC 2023",3.1
Environment,16011950300,Census Tract 9503.00,Bingham County,Idaho,4G_MINDOWN,4.988359646411186,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16011950400,Census Tract 9504.00,Bingham County,Idaho,4G_MINDOWN,5.000000000000002,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16011950501,Census Tract 9505.01,Bingham County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16011950502,Census Tract 9505.02,Bingham County,Idaho,4G_MINDOWN,5.000000000000008,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16011950600,Census Tract 9506.00,Bingham County,Idaho,4G_MINDOWN,5.000000000000005,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16011950700,Census Tract 9507.00,Bingham County,Idaho,4G_MINDOWN,5.000000000000002,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16013960101,Census Tract 9601.01,Blaine County,Idaho,4G_MINDOWN,4.224546743559253,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.2
Environment,16013960102,Census Tract 9601.02,Blaine County,Idaho,4G_MINDOWN,4.5142781824331015,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.5
Environment,16013960201,Census Tract 9602.01,Blaine County,Idaho,4G_MINDOWN,4.999999999999992,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16013960202,Census Tract 9602.02,Blaine County,Idaho,4G_MINDOWN,1.7627074339875035,,,4G Minimum Download Speed,int,"FCC, DEC 2023",1.8
Environment,16013960301,Census Tract 9603.01,Blaine County,Idaho,4G_MINDOWN,1.6972948338495997,,,4G Minimum Download Speed,int,"FCC, DEC 2023",1.7
Environment,16013960302,Census Tract 9603.02,Blaine County,Idaho,4G_MINDOWN,1.3666241929364151,,,4G Minimum Download Speed,int,"FCC, DEC 2023",1.4
Environment,16013960501,Census Tract 9605.01,Blaine County,Idaho,4G_MINDOWN,4.999999999999999,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16013960502,Census Tract 9605.02,Blaine County,Idaho,4G_MINDOWN,2.3353188822773783,,,4G Minimum Download Speed,int,"FCC, DEC 2023",2.3
Environment,16015950201,Census Tract 9502.01,Boise County,Idaho,4G_MINDOWN,0.9324237512222072,,,4G Minimum Download Speed,int,"FCC, DEC 2023",0.9
Environment,16015950202,Census Tract 9502.02,Boise County,Idaho,4G_MINDOWN,1.0674459239229697,,,4G Minimum Download Speed,int,"FCC, DEC 2023",1.1
Environment,16015950203,Census Tract 9502.03,Boise County,Idaho,4G_MINDOWN,2.3745785023400767,,,4G Minimum Download Speed,int,"FCC, DEC 2023",2.4
Environment,16017950100,Census Tract 9501.00,Bonner County,Idaho,4G_MINDOWN,2.529244610006488,,,4G Minimum Download Speed,int,"FCC, DEC 2023",2.5
Environment,16017950201,Census Tract 9502.01,Bonner County,Idaho,4G_MINDOWN,3.992696645713621,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.0
Environment,16017950202,Census Tract 9502.02,Bonner County,Idaho,4G_MINDOWN,4.573676967028341,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.6
Environment,16017950203,Census Tract 9502.03,Bonner County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16017950300,Census Tract 9503.00,Bonner County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16017950401,Census Tract 9504.01,Bonner County,Idaho,4G_MINDOWN,4.268455066257727,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.3
Environment,16017950402,Census Tract 9504.02,Bonner County,Idaho,4G_MINDOWN,4.829790008927028,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.8
Environment,16017950403,Census Tract 9504.03,Bonner County,Idaho,4G_MINDOWN,4.999999999999997,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16017950500,Census Tract 9505.00,Bonner County,Idaho,4G_MINDOWN,4.648220054324907,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.6
Environment,16017950600,Census Tract 9506.00,Bonner County,Idaho,4G_MINDOWN,3.0104658940460203,,,4G Minimum Download Speed,int,"FCC, DEC 2023",3.0
Environment,16017950701,Census Tract 9507.01,Bonner County,Idaho,4G_MINDOWN,4.85186627518331,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.9
Environment,16017950702,Census Tract 9507.02,Bonner County,Idaho,4G_MINDOWN,4.964921871951835,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16017950801,Census Tract 9508.01,Bonner County,Idaho,4G_MINDOWN,4.999940251649776,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16017950802,Census Tract 9508.02,Bonner County,Idaho,4G_MINDOWN,4.947086039677026,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.9
Environment,16017950901,Census Tract 9509.01,Bonner County,Idaho,4G_MINDOWN,4.888443800206444,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.9
Environment,16017950902,Census Tract 9509.02,Bonner County,Idaho,4G_MINDOWN,4.9999999999999964,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019970100,Census Tract 9701.00,Bonneville County,Idaho,4G_MINDOWN,3.35437390278086,,,4G Minimum Download Speed,int,"FCC, DEC 2023",3.4
Environment,16019970300,Census Tract 9703.00,Bonneville County,Idaho,4G_MINDOWN,4.999999999999998,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019970401,Census Tract 9704.01,Bonneville County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019970402,Census Tract 9704.02,Bonneville County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019970404,Census Tract 9704.04,Bonneville County,Idaho,4G_MINDOWN,5.0,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019970405,Census Tract 9704.05,Bonneville County,Idaho,4G_MINDOWN,5.000000000000001,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019970502,Census Tract 9705.02,Bonneville County,Idaho,4G_MINDOWN,5.000000000000007,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019970503,Census Tract 9705.03,Bonneville County,Idaho,4G_MINDOWN,5.000000000000001,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019970504,Census Tract 9705.04,Bonneville County,Idaho,4G_MINDOWN,4.999999999999995,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019970505,Census Tract 9705.05,Bonneville County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019970601,Census Tract 9706.01,Bonneville County,Idaho,4G_MINDOWN,5.0,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019970602,Census Tract 9706.02,Bonneville County,Idaho,4G_MINDOWN,5.000000000000002,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019970603,Census Tract 9706.03,Bonneville County,Idaho,4G_MINDOWN,5.0,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019970700,Census Tract 9707.00,Bonneville County,Idaho,4G_MINDOWN,5.000000000000002,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019970800,Census Tract 9708.00,Bonneville County,Idaho,4G_MINDOWN,5.0,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019970900,Census Tract 9709.00,Bonneville County,Idaho,4G_MINDOWN,5.000000000000001,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019971000,Census Tract 9710.00,Bonneville County,Idaho,4G_MINDOWN,4.999999999999998,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019971100,Census Tract 9711.00,Bonneville County,Idaho,4G_MINDOWN,5.000000000000002,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019971200,Census Tract 9712.00,Bonneville County,Idaho,4G_MINDOWN,4.999999999999999,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019971301,Census Tract 9713.01,Bonneville County,Idaho,4G_MINDOWN,5.000000000000002,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019971302,Census Tract 9713.02,Bonneville County,Idaho,4G_MINDOWN,4.9999999999999964,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019971401,Census Tract 9714.01,Bonneville County,Idaho,4G_MINDOWN,5.000000000000011,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019971402,Census Tract 9714.02,Bonneville County,Idaho,4G_MINDOWN,4.999999999999999,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16019971500,Census Tract 9715.00,Bonneville County,Idaho,4G_MINDOWN,4.999999999999999,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16021970100,Census Tract 9701.00,Boundary County,Idaho,4G_MINDOWN,3.156279261320334,,,4G Minimum Download Speed,int,"FCC, DEC 2023",3.2
Environment,16021970200,Census Tract 9702.00,Boundary County,Idaho,4G_MINDOWN,2.0383038156833955,,,4G Minimum Download Speed,int,"FCC, DEC 2023",2.0
Environment,16023970100,Census Tract 9701.00,Butte County,Idaho,4G_MINDOWN,3.2934783238072427,,,4G Minimum Download Speed,int,"FCC, DEC 2023",3.3
Environment,16025970100,Census Tract 9701.00,Camas County,Idaho,4G_MINDOWN,2.771410773430633,,,4G Minimum Download Speed,int,"FCC, DEC 2023",2.8
Environment,16027020100,Census Tract 201.00,Canyon County,Idaho,4G_MINDOWN,5.000000000000002,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020200,Census Tract 202.00,Canyon County,Idaho,4G_MINDOWN,4.9999999999999964,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020300,Census Tract 203.00,Canyon County,Idaho,4G_MINDOWN,5.000000000000001,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020403,Census Tract 204.03,Canyon County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020404,Census Tract 204.04,Canyon County,Idaho,4G_MINDOWN,5.000000000000005,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020405,Census Tract 204.05,Canyon County,Idaho,4G_MINDOWN,4.999999999999998,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020406,Census Tract 204.06,Canyon County,Idaho,4G_MINDOWN,5.000000000000001,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020501,Census Tract 205.01,Canyon County,Idaho,4G_MINDOWN,5.000000000000001,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020503,Census Tract 205.03,Canyon County,Idaho,4G_MINDOWN,5.000000000000001,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020505,Census Tract 205.05,Canyon County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020506,Census Tract 205.06,Canyon County,Idaho,4G_MINDOWN,5.0,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020601,Census Tract 206.01,Canyon County,Idaho,4G_MINDOWN,5.0,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020603,Census Tract 206.03,Canyon County,Idaho,4G_MINDOWN,5.0,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020604,Census Tract 206.04,Canyon County,Idaho,4G_MINDOWN,4.999999999999999,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020700,Census Tract 207.00,Canyon County,Idaho,4G_MINDOWN,5.0,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020903,Census Tract 209.03,Canyon County,Idaho,4G_MINDOWN,4.999999999999999,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020904,Census Tract 209.04,Canyon County,Idaho,4G_MINDOWN,5.0,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020905,Census Tract 209.05,Canyon County,Idaho,4G_MINDOWN,5.000000000000002,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020906,Census Tract 209.06,Canyon County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020907,Census Tract 209.07,Canyon County,Idaho,4G_MINDOWN,5.0,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020908,Census Tract 209.08,Canyon County,Idaho,4G_MINDOWN,4.999999999999998,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020909,Census Tract 209.09,Canyon County,Idaho,4G_MINDOWN,5.0,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027020910,Census Tract 209.10,Canyon County,Idaho,4G_MINDOWN,4.999999999999989,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021003,Census Tract 210.03,Canyon County,Idaho,4G_MINDOWN,4.999999999999996,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021004,Census Tract 210.04,Canyon County,Idaho,4G_MINDOWN,5.000000000000002,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021005,Census Tract 210.05,Canyon County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021006,Census Tract 210.06,Canyon County,Idaho,4G_MINDOWN,4.999999999999999,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021007,Census Tract 210.07,Canyon County,Idaho,4G_MINDOWN,4.999999999999993,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021008,Census Tract 210.08,Canyon County,Idaho,4G_MINDOWN,5.000000000000001,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021101,Census Tract 211.01,Canyon County,Idaho,4G_MINDOWN,4.999999999999985,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021102,Census Tract 211.02,Canyon County,Idaho,4G_MINDOWN,4.999999999999999,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021103,Census Tract 211.03,Canyon County,Idaho,4G_MINDOWN,4.9999999999999964,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021104,Census Tract 211.04,Canyon County,Idaho,4G_MINDOWN,5.000000000000002,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021105,Census Tract 211.05,Canyon County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021201,Census Tract 212.01,Canyon County,Idaho,4G_MINDOWN,5.000000000000001,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021202,Census Tract 212.02,Canyon County,Idaho,4G_MINDOWN,4.999999999999996,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021300,Census Tract 213.00,Canyon County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021500,Census Tract 215.00,Canyon County,Idaho,4G_MINDOWN,4.999999999999997,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021600,Census Tract 216.00,Canyon County,Idaho,4G_MINDOWN,4.999999999999998,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021701,Census Tract 217.01,Canyon County,Idaho,4G_MINDOWN,5.000000000000001,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021702,Census Tract 217.02,Canyon County,Idaho,4G_MINDOWN,5.000000000000002,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021801,Census Tract 218.01,Canyon County,Idaho,4G_MINDOWN,5.000000000000011,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021802,Census Tract 218.02,Canyon County,Idaho,4G_MINDOWN,5.0,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021901,Census Tract 219.01,Canyon County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021904,Census Tract 219.04,Canyon County,Idaho,4G_MINDOWN,4.999999999999999,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021905,Census Tract 219.05,Canyon County,Idaho,4G_MINDOWN,5.0,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021906,Census Tract 219.06,Canyon County,Idaho,4G_MINDOWN,5.000000000000002,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027021907,Census Tract 219.07,Canyon County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027022100,Census Tract 221.00,Canyon County,Idaho,4G_MINDOWN,4.959755646834822,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027022200,Census Tract 222.00,Canyon County,Idaho,4G_MINDOWN,4.991439985863959,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027022301,Census Tract 223.01,Canyon County,Idaho,4G_MINDOWN,4.973107583817299,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027022302,Census Tract 223.02,Canyon County,Idaho,4G_MINDOWN,5.0,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027022303,Census Tract 223.03,Canyon County,Idaho,4G_MINDOWN,4.999999999999989,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16027022400,Census Tract 224.00,Canyon County,Idaho,4G_MINDOWN,5.000000000000018,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16029960100,Census Tract 9601.00,Caribou County,Idaho,4G_MINDOWN,4.203357099029079,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.2
Environment,16029960200,Census Tract 9602.00,Caribou County,Idaho,4G_MINDOWN,3.4454106575095107,,,4G Minimum Download Speed,int,"FCC, DEC 2023",3.4
Environment,16031950100,Census Tract 9501.00,Cassia County,Idaho,4G_MINDOWN,4.701031392334782,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.7
Environment,16031950200,Census Tract 9502.00,Cassia County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16031950300,Census Tract 9503.00,Cassia County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16031950400,Census Tract 9504.00,Cassia County,Idaho,4G_MINDOWN,5.000000000000001,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16031950500,Census Tract 9505.00,Cassia County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16031950600,Census Tract 9506.00,Cassia County,Idaho,4G_MINDOWN,3.332337813777896,,,4G Minimum Download Speed,int,"FCC, DEC 2023",3.3
Environment,16033950100,Census Tract 9501.00,Clark County,Idaho,4G_MINDOWN,3.5525074763987745,,,4G Minimum Download Speed,int,"FCC, DEC 2023",3.6
Environment,16035940001,Census Tract 9400.01,Clearwater County,Idaho,4G_MINDOWN,4.601094602732903,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.6
Environment,16035940002,Census Tract 9400.02,Clearwater County,Idaho,4G_MINDOWN,4.705999409546446,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.7
Environment,16035970100,Census Tract 9701.00,Clearwater County,Idaho,4G_MINDOWN,0.8993416220421169,,,4G Minimum Download Speed,int,"FCC, DEC 2023",0.9
Environment,16037960200,Census Tract 9602.00,Custer County,Idaho,4G_MINDOWN,1.088859874107035,,,4G Minimum Download Speed,int,"FCC, DEC 2023",1.1
Environment,16039960100,Census Tract 9601.00,Elmore County,Idaho,4G_MINDOWN,2.494243451937927,,,4G Minimum Download Speed,int,"FCC, DEC 2023",2.5
Environment,16039960201,Census Tract 9602.01,Elmore County,Idaho,4G_MINDOWN,3.778157722153512,,,4G Minimum Download Speed,int,"FCC, DEC 2023",3.8
Environment,16039960202,Census Tract 9602.02,Elmore County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16039960300,Census Tract 9603.00,Elmore County,Idaho,4G_MINDOWN,5.000000000000017,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16039960401,Census Tract 9604.01,Elmore County,Idaho,4G_MINDOWN,4.867797587732163,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.9
Environment,16039960402,Census Tract 9604.02,Elmore County,Idaho,4G_MINDOWN,5.000000000000004,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16039960500,Census Tract 9605.00,Elmore County,Idaho,4G_MINDOWN,5.000000000000001,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16041970100,Census Tract 9701.00,Franklin County,Idaho,4G_MINDOWN,3.385010863032098,,,4G Minimum Download Speed,int,"FCC, DEC 2023",3.4
Environment,16041970200,Census Tract 9702.00,Franklin County,Idaho,4G_MINDOWN,3.137490683312862,,,4G Minimum Download Speed,int,"FCC, DEC 2023",3.1
Environment,16043970100,Census Tract 9701.00,Fremont County,Idaho,4G_MINDOWN,4.372409282189128,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.4
Environment,16043970200,Census Tract 9702.00,Fremont County,Idaho,4G_MINDOWN,4.407025951873203,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.4
Environment,16043970301,Census Tract 9703.01,Fremont County,Idaho,4G_MINDOWN,4.999999999999995,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16043970302,Census Tract 9703.02,Fremont County,Idaho,4G_MINDOWN,4.999999999999997,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16045960100,Census Tract 9601.00,Gem County,Idaho,4G_MINDOWN,3.884439548358277,,,4G Minimum Download Speed,int,"FCC, DEC 2023",3.9
Environment,16045960200,Census Tract 9602.00,Gem County,Idaho,4G_MINDOWN,4.999999999999996,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16045960301,Census Tract 9603.01,Gem County,Idaho,4G_MINDOWN,4.999999999999996,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16045960302,Census Tract 9603.02,Gem County,Idaho,4G_MINDOWN,4.999999999999995,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16047960101,Census Tract 9601.01,Gooding County,Idaho,4G_MINDOWN,4.999999999999999,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16047960102,Census Tract 9601.02,Gooding County,Idaho,4G_MINDOWN,4.801823223642313,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.8
Environment,16047960201,Census Tract 9602.01,Gooding County,Idaho,4G_MINDOWN,4.999999999999993,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16047960202,Census Tract 9602.02,Gooding County,Idaho,4G_MINDOWN,4.951329613266158,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16049940000,Census Tract 9400.00,Idaho County,Idaho,4G_MINDOWN,4.724063185558203,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.7
Environment,16049960100,Census Tract 9601.00,Idaho County,Idaho,4G_MINDOWN,0.2444569233608978,,,4G Minimum Download Speed,int,"FCC, DEC 2023",0.2
Environment,16049960201,Census Tract 9602.01,Idaho County,Idaho,4G_MINDOWN,3.149200021445499,,,4G Minimum Download Speed,int,"FCC, DEC 2023",3.1
Environment,16049960202,Census Tract 9602.02,Idaho County,Idaho,4G_MINDOWN,4.379366173859121,,,4G Minimum Download Speed,int,"FCC, DEC 2023",4.4
Environment,16049960300,Census Tract 9603.00,Idaho County,Idaho,4G_MINDOWN,2.6147363474754592,,,4G Minimum Download Speed,int,"FCC, DEC 2023",2.6
Environment,16049960400,Census Tract 9604.00,Idaho County,Idaho,4G_MINDOWN,0.4245063177884528,,,4G Minimum Download Speed,int,"FCC, DEC 2023",0.4
Environment,16051960100,Census Tract 9601.00,Jefferson County,Idaho,4G_MINDOWN,4.9999731652878845,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16051960200,Census Tract 9602.00,Jefferson County,Idaho,4G_MINDOWN,4.999999999999992,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16051960301,Census Tract 9603.01,Jefferson County,Idaho,4G_MINDOWN,4.999999999999992,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16051960302,Census Tract 9603.02,Jefferson County,Idaho,4G_MINDOWN,5.000000000000002,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16051960401,Census Tract 9604.01,Jefferson County,Idaho,4G_MINDOWN,4.999999999999998,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
Environment,16051960402,Census Tract 9604.02,Jefferson County,Idaho,4G_MINDOWN,4.999999999999996,,,4G Minimum Download Speed,int,"FCC, DEC 2023",5.0
